school,school_code,department,major,major_code_1,major_code_2,gpa_mean,gpa_sd,jobrate,score
서울대학교_본교,1,의과대학,의예과,2,32,3.335315985,1.002514493,88.5,394
서울대학교_본교,1,의과대학,의학과,2,32,3.037625628,0.85644525,88.5,394
서울대학교_본교,1,경영대학,경영학과,1,11,3.537735849,0.867830428,88.05,393
서울대학교_본교,1,사회과학대학,사회과학계열,1,10,0,0,62.95,393
서울대학교_본교,1,사회과학대학,사회학과,1,8,3.421863799,0.813630809,54.75,393
서울대학교_본교,1,인문대학,인문계열1,1,5,2.3,0,70.57352941,392
서울대학교_본교,1,사범대학,영어교육과,3,35,3.518678161,0.682832572,60.35,392
서울대학교_본교,1,사범대학,사회교육과,3,35,3.800205761,0.570881168,68,391
서울대학교_본교,1,사범대학,국어교육과,3,35,3.565553869,0.66122624,54,391
서울대학교_본교,1,사범대학,역사교육과,3,35,3.656009615,0.718379881,33.3,391
서울대학교_본교,1,사회과학대학,경제학부,1,6,3.41708064,0.917480342,83.4,390
서울대학교_본교,1,공과대학,화학생물공학부,2,15,3.096851852,0.848183951,74.95,390
서울대학교_본교,1,공과대학,컴퓨터공학부,2,14,3.158892128,1.012855242,65.9,390
서울대학교_본교,1,농업생명과학대학,농경제사회학부,1,10,3.740559441,0.678704143,65.1,390
서울대학교_본교,1,사범대학,지리교육과,3,35,3.833178654,0.637526298,63,390
서울대학교_본교,1,자연과학대학,수리과학부,2,25,3.424970554,0.913561369,48.9,390
서울대학교_본교,1,자연과학대학,화학부,2,27,3.253282828,0.830868677,34.5,390
서울대학교_본교,1,공과대학,기계항공공학부,2,20,3.32035561,0.863790356,78.65,389
서울대학교_본교,1,생활과학대학,소비자아동학부,3,40,3.658340767,0.688846088,77.3,389
서울대학교_본교,1,공과대학,재료공학부,2,16,3.269467213,0.900540664,62.65,389
서울대학교_본교,1,자연과학대학,생명과학부,2,27,3.306044905,0.889604949,30.7,389
서울대학교_본교,1,농업생명과학대학,응용생물화학부,2,27,3.455799373,0.886146904,22.5,389
서울대학교_본교,1,공과대학,건설환경공학부,2,22,3.385200327,0.83595712,80.35,388
서울대학교_본교,1,공과대학,산업공학과,2,23,3.436492891,0.730152892,67.8,388
서울대학교_본교,1,자연과학대학,물리학부,2,26,2.766666667,0.555777733,41.65,388
서울대학교_본교,1,인문대학,고고미술사학과,1,2,3.6765625,0.647851141,100,387.8333333
서울대학교_본교,1,공과대학,건축학과,2,22,3.461901082,0.769306741,100,387.8333333
서울대학교_본교,1,인문대학,동양사학과,1,2,3.615384615,0.6495219,83.35,387.8333333
서울대학교_본교,1,수의과대학,수의예과,2,40,3.727,0.498368338,83.1,387.8333333
서울대학교_본교,1,수의과대학,수의학과,2,40,3.362718669,0.817424493,83.1,387.8333333
서울대학교_본교,1,인문대학,언어학과,1,1,3.51732852,0.770148898,82.5,387.8333333
서울대학교_본교,1,사범대학,교육학과,3,35,3.771944444,0.671992557,81.95,387.8333333
서울대학교_본교,1,자유전공학부,자유전공학부,3,40,3.44326382,0.805286123,78.55,387.8333333
서울대학교_본교,1,인문대학,노어노문학과,1,1,3.507727273,0.770881619,77.1,387.8333333
서울대학교_본교,1,인문대학,서어서문학과,1,1,3.5129683,0.793655757,76.1,387.8333333
서울대학교_본교,1,자연과학대학,통계학과,2,25,3.108970976,0.918656669,76.1,387.8333333
서울대학교_본교,1,공과대학,에너지자원공학과,2,17,3.299040307,0.786021738,72.75,387.8333333
서울대학교_본교,1,사회과학대학,외교학과,1,8,3.354545455,0.783191183,72.7,387.8333333
서울대학교_본교,1,미술대학,디자인학부,3,38,3.610066225,0.804295996,72.25,387.8333333
서울대학교_본교,1,인문대학,불어불문학과,1,1,3.489244186,0.863184685,71.4,387.8333333
서울대학교_본교,1,인문대학,아시아언어문명학부,1,1,3.848275862,0.439399294,70.57352941,387.8333333
서울대학교_본교,1,인문대학,중어중문학과,1,1,3.478890877,0.791492004,70.45,387.8333333
서울대학교_본교,1,인문대학,독어독문학과,1,1,3.775518672,0.625746227,69.45,387.8333333
서울대학교_본교,1,사범대학,불어교육과,3,35,3.489175258,0.750729089,69.3,387.8333333
서울대학교_본교,1,공과대학,원자핵공학과,2,18,3.18490099,0.958402001,69,387.8333333
서울대학교_본교,1,사회과학대학,심리학과,1,4,3.407317073,0.931400792,68.9,387.8333333
서울대학교_본교,1,공과대학,전기ㆍ정보공학부,2,13,3.314594001,0.845286362,67.8,387.8333333
서울대학교_본교,1,공과대학,지구환경시스템공학부,2,19,2.97,0.663400332,67.05,387.8333333
서울대학교_본교,1,자연과학대학,물리ㆍ천문학부,2,26,3.155585106,0.914193059,66.7,387.8333333
서울대학교_본교,1,인문대학,국사학과,1,2,3.491845494,0.828967263,66.25,387.8333333
서울대학교_본교,1,사회과학대학,정치외교학부,1,8,3.645807453,0.655221124,66.2,387.8333333
서울대학교_본교,1,사범대학,윤리교육과,3,35,3.882517483,0.508067505,65.8,387.8333333
서울대학교_본교,1,사회과학대학,언론정보학과,1,9,3.385451761,0.788830712,65.35,387.8333333
서울대학교_본교,1,인문대학,미학과,1,4,3.515730337,0.955810013,64.4,387.8333333
서울대학교_본교,1,자연과학대학,지구환경과학부,2,29,3.414166667,0.800447358,63.35,387.8333333
서울대학교_본교,1,사회과학대학,사회복지학과,1,10,3.557183908,0.766939057,62.95,387.8333333
서울대학교_본교,1,사회과학대학,인류학과,1,10,3.592079208,0.643220523,61.9,387.8333333
서울대학교_본교,1,약학대학,약학과(2+4년제),2,31,3.422510823,0.698647251,60,387.8333333
서울대학교_본교,1,약학대학,약학과,2,31,0.6,0.755718937,60,387.8333333
서울대학교_본교,1,약학대학,약학기본과정(2+4학제),2,31,3.035702341,0.845025533,60,387.8333333
서울대학교_본교,1,약학대학,제약학과(2+4학제),2,31,3.142857143,0.804752355,60,387.8333333
서울대학교_본교,1,약학대학,제약학과,2,31,1.566666667,1.020892855,60,387.8333333
서울대학교_본교,1,인문대학,국어국문학과,1,1,3.558110883,0.726536412,59.55,387.8333333
서울대학교_본교,1,사회과학대학,지리학과,1,10,3.544366197,0.687772957,58.8,387.8333333
서울대학교_본교,1,인문대학,철학과,1,3,3.393373494,0.874824288,58.35,387.8333333
서울대학교_본교,1,인문대학,종교학과,1,5,3.404390244,0.817688738,58.3,387.8333333
서울대학교_본교,1,인문대학,영어영문학과,1,1,3.584299859,0.703733957,57.85,387.8333333
서울대학교_본교,1,사회과학대학,정치학과,1,8,3.742857143,0.792267048,55.95,387.8333333
서울대학교_본교,1,법과대학,법학부,1,12,3.493796526,0.899316657,55.6,387.8333333
서울대학교_본교,1,인문대학,서양사학과,1,2,3.414634146,0.842536137,54.7,387.8333333
서울대학교_본교,1,사범대학,체육교육과,3,35,3.741685649,0.642323077,51.9,387.8333333
서울대학교_본교,1,사범대학,수학교육과,3,35,3.056060606,0.955493757,50,387.8333333
서울대학교_본교,1,음악대학,국악과,3,37,3.641869651,0.738554132,45.85,387.8333333
서울대학교_본교,1,음악대학,작곡과,3,37,3.465255157,0.802945287,45.85,387.8333333
서울대학교_본교,1,사범대학,독어교육과,3,35,3.82046332,0.670508205,44.45,387.8333333
서울대학교_본교,1,미술대학,조소과,3,38,3.556043956,0.790712604,38.8,387.8333333
서울대학교_본교,1,미술대학,동양화과,3,38,3.782969432,0.564230669,34.4,387.8333333
서울대학교_본교,1,음악대학,기악과,3,37,3.479247773,0.914115396,33.35,387.8333333
서울대학교_본교,1,미술대학,서양화과,3,38,3.375407407,0.963398124,24.1,387.8333333
서울대학교_본교,1,음악대학,성악과,3,37,3.404654545,0.807685902,15.05,387.8333333
서울대학교_본교,1,사범대학,화학교육과,3,35,3.297568389,0.859486761,65.1,387
서울대학교_본교,1,농업생명과학대학,바이오시스템ㆍ소재학부,2,15,3.366875,0.781882494,47.9,387
서울대학교_본교,1,사범대학,물리교육과,3,35,3.215454545,0.946038281,37.6,387
서울대학교_본교,1,농업생명과학대학,식품ㆍ동물생명공학부,2,24,3.449429658,0.767274441,87.5,386.4
서울대학교_본교,1,농업생명과학대학,조경ㆍ지역시스템공학부,2,24,3.709235669,0.608075215,50.4,386.4
서울대학교_본교,1,농업생명과학대학,농산업교육과,2,30,2.7,0,0,386.4
서울대학교_본교,1,생활과학대학,의류학과,3,38,3.526101142,0.692823127,77.9,385.5
서울대학교_본교,1,공과대학,조선해양공학과,2,21,3.134113712,0.875987177,92.1,385
서울대학교_본교,1,농업생명과학대학,식물생산과학부,2,30,3.470242656,0.791974958,100,384
서울대학교_본교,1,사범대학,생물교육과,3,35,3.416266667,0.754808185,52.8,384
서울대학교_본교,1,사범대학,지구과학교육과,3,35,3.309931507,0.750892616,46.65,384
서울대학교_본교,1,생활과학대학,식품영양학과,3,40,3.508196721,0.794261195,44.65,382
서울대학교_본교,1,농업생명과학대학,산림과학부,2,30,3.477906977,0.741961408,35.9,382
서울대학교_본교,1,간호대학,간호학과,3,36,3.423818455,0.688866974,46.4,381
연세대학교_본교,2,의과대학,의예과,2,32,3.265017668,0.849285035,89.2,393
연세대학교_본교,2,의과대학,의학과,2,32,3.177488049,0.832059143,89.2,393
연세대학교_본교,2,치과대학,치의예과,2,33,2.927659574,0.989885471,94.9,392
연세대학교_본교,2,치과대학,치의학과,2,33,3.183774069,0.833905164,94.9,392
연세대학교_본교,2,상경대학,경제학과,1,6,3.242172383,0.933670705,80.35,391
연세대학교_본교,2,학부대학,자유전공,1,40,4,0.3,60,391
연세대학교_본교,2,사회과학대학,정치외교학과,1,8,3.283910162,0.853828525,57.7,391
연세대학교_본교,2,상경대학,응용통계학과,1,7,3.155068226,0.929523681,83.3,390
연세대학교_본교,2,사회과학대학,언론홍보영상학부,1,9,3.346805025,0.8599337,61.325,390
연세대학교_본교,2,문과대학,중어중문학과,1,1,3.341845294,0.854520977,63.95,389
연세대학교_본교,2,문과대학,영어영문학과,1,1,3.440182847,0.817005033,60.4,389
연세대학교_본교,2,문과대학,국어국문학과,1,1,3.361696818,0.822435023,60.05,389
연세대학교_본교,2,문과대학,불어불문학과,1,1,3.277560976,0.931813811,53.3,389
연세대학교_본교,2,공과대학,화공생명공학전공,2,15,3.274150943,0.893785534,76.75,388
연세대학교_본교,2,생활과학대학,의류환경전공,3,40,3.438727679,0.801272808,76.25,388
연세대학교_본교,2,생활과학대학,생활디자인전공,3,38,3.390971429,0.828353737,73.3,388
연세대학교_본교,2,교육과학대학,교육학과,3,10,3.383204633,0.829162655,70.2,388
연세대학교_본교,2,문과대학,노어노문학과,1,1,3.259058342,0.891367869,61.65,388
연세대학교_본교,2,문과대학,독어독문학과,1,1,3.202597403,1.021593476,57.55,388
연세대학교_본교,2,사회과학대학,사회복지학과,1,10,3.407570621,0.840419102,52.1,388
연세대학교_본교,2,공과대학,생명공학과,2,15,2.384,1.126651676,47.9,388
연세대학교_본교,2,문과대학,문헌정보학과,1,2,3.317430368,0.84137282,66.1,387
연세대학교_본교,2,사회과학대학,문화인류학과,1,10,3.377902622,0.7947855,60.7,387
연세대학교_본교,2,생활과학대학,식품영양전공,3,40,3.323867809,0.889875445,62.75,386
연세대학교_본교,2,생활과학대학,실내건축학전공,3,38,3.293256997,0.936205773,61.5,386
연세대학교_본교,2,경영대학,경영대학 경영학과,1,11,3.34294847,0.890644944,80.75,385.0961538
연세대학교_본교,2,약학대학,약학과(2+4학제),2,31,3.191698842,0.927862337,80,385.0961538
연세대학교_본교,2,학부대학,경영계열,1,11,2.324561404,0.916951605,80,385.0961538
연세대학교_본교,2,학부대학,학부대학 상경계열,1,10,2.328571429,1.32238704,78,385.0961538
연세대학교_본교,2,언더우드국제대학,언더우드 국제학전공,1,10,3.443462017,0.769752896,75.4,385.0961538
연세대학교_본교,2,언더우드국제대학,언더우드 정치외교학전공,1,10,3.537821782,0.861943009,72.25,385.0961538
연세대학교_본교,2,사회과학대학,행정학과,1,8,3.411802749,0.830427654,68.55,385.0961538
연세대학교_본교,2,문과대학,심리학과,1,4,3.403062914,0.819383686,67.1,385.0961538
연세대학교_본교,2,학부대학,생활과학계열,1,40,3.058181818,0.978252786,66.85,385.0961538
연세대학교_본교,2,언더우드국제대학,언더우드 경제학전공,1,6,3.21971564,0.979413653,65.95,385.0961538
연세대학교_본교,2,언더우드국제대학,언더우드학부,1,40,2.281481481,1.203401672,65.95,385.0961538
연세대학교_본교,2,학부대학,사회계열,1,10,4,0,61.325,385.0961538
연세대학교_본교,2,학부대학,공학계열,2,24,2.968815331,1.149103418,60.37083333,385.0961538
연세대학교_본교,2,학부대학,학부대학 사회과학계열,1,10,3.192771084,0.844226763,60,385.0961538
연세대학교_본교,2,문과대학,인문학부,1,5,1.866666667,0.612825877,58.405,385.0961538
연세대학교_본교,2,교육과학대학,체육교육과,3,35,3.196869356,1.030633656,58.3,385.0961538
연세대학교_본교,2,언더우드국제대학,아시아학전공,1,10,3.383403361,0.799578259,55.48,385.0961538
연세대학교_본교,2,언더우드국제대학,융합과학공학부,2,24,3.825,0.303108891,55.48,385.0961538
연세대학교_본교,2,언더우드국제대학,융합사회과학부,1,30,3.157364341,0.82619659,55.48,385.0961538
연세대학교_본교,2,언더우드국제대학,정보ㆍ인터랙션 디자인전공,3,38,3.670954357,0.605221678,55.48,385.0961538
연세대학교_본교,2,언더우드국제대학,창의기술 매니지먼트전공,3,40,3.355648536,0.774299182,55.48,385.0961538
연세대학교_본교,2,언더우드국제대학,테크노아트학부,3,38,2.888888889,1.103641559,55.48,385.0961538
연세대학교_본교,2,문과대학,철학과,1,3,3.356832579,0.875359481,54,385.0961538
연세대학교_본교,2,신학대학,신학과,1,5,3.366924701,0.92563973,53.2,385.0961538
연세대학교_본교,2,학부대학,신학계열,1,5,2.85,0.85,53.2,385.0961538
연세대학교_본교,2,법과대학,법학과,1,12,3.281748466,0.90024946,50.2,385.0961538
연세대학교_본교,2,학부대학,법학계열,1,12,2.785714286,0.689572479,50,385.0961538
연세대학교_본교,2,학부대학,인문계열,1,5,2.490217391,1.084280946,46.30714286,385.0961538
연세대학교_본교,2,교육과학대학,사회체육과,3,39,3.129333333,1.206623204,45.85,385.0961538
연세대학교_본교,2,교육과학대학,스포츠레저학과,3,39,3.476436479,1.06292202,43.75,385.0961538
연세대학교_본교,2,학부대학,이학계열,2,30,2.651333333,1.067379137,41.44117647,385.0961538
연세대학교_본교,2,언더우드국제대학,문화ㆍ디자인 경영전공,3,38,3.577777778,0.687875599,40,385.0961538
연세대학교_본교,2,언더우드국제대학,언더우드 문학과문화전공,3,1,3.66025641,0.643907624,40,385.0961538
연세대학교_본교,2,문과대학,사학과,1,2,3.26770557,0.907731769,39.95,385.0961538
연세대학교_본교,2,음악대학,기악과,3,37,3.280882353,0.962878245,32.9,385.0961538
연세대학교_본교,2,언더우드국제대학,언더우드 생명과학전공,2,27,3.229257642,1.018805649,23.8,385.0961538
연세대학교_본교,2,음악대학,성악과,3,37,3.15084631,0.907469732,23.25,385.0961538
연세대학교_본교,2,음악대학,교회음악과,3,37,3.408268156,0.87552622,20.45,385.0961538
연세대학교_본교,2,음악대학,관현악과,3,37,3.401290014,0.926311912,18.45,385.0961538
연세대학교_본교,2,음악대학,작곡과,3,37,3.484198895,0.728416161,18.4,385.0961538
연세대학교_본교,2,학부대학,생명시스템계열,2,27,2.2671875,1.536336418,16.01666667,385.0961538
연세대학교_본교,2,음악대학,피아노과,3,37,3.323360184,0.799234234,3.35,385.0961538
연세대학교_본교,2,공과대학,전기전자공학전공,2,13,3.176881448,0.960863606,85,385
연세대학교_본교,2,생활과학대학,아동가족전공,3,40,3.42209596,0.795126666,64.65,385
연세대학교_본교,2,공과대학,기계공학과,2,20,3.114632059,0.963252266,81.15,384
연세대학교_본교,2,공과대학,신소재공학전공,2,16,3.335726496,0.829634165,67.85,384
연세대학교_본교,2,이과대학,생화학과,2,27,2.878571429,1.114949436,20.85,384
연세대학교_본교,2,공과대학,화학공학전공,2,15,2.838709677,1.092844002,86.75,383.4
연세대학교_본교,2,공과대학,기계전자공학부,2,20,3.233333333,0.555777733,81.15,383.4
연세대학교_본교,2,공과대학,금속시스템공학전공,2,16,2.92173913,1.084457998,80.25,383.4
연세대학교_본교,2,공과대학,세라믹공학과,2,16,2.898275862,1.003297674,76.5,383.4
연세대학교_본교,2,공과대학,토목환경공학전공,2,22,3.254219303,0.921724845,71.45,383.4
연세대학교_본교,2,공과대학,건축학부(건축학(5년제)),2,22,3.361506849,0.842158302,70.65,383.4
연세대학교_본교,2,공과대학,IT융합공학,2,24,3.68742268,0.658510156,0,383.4
연세대학교_본교,2,공과대학,정보산업공학전공,2,14,3.378002125,0.830102259,86.4,382
연세대학교_본교,2,사회과학대학,사회학과,1,8,3.156885027,0.916759101,56,382
연세대학교_본교,2,이과대학,시스템생물학,2,28,2.602272727,1.101958718,30.7,382
연세대학교_본교,2,생명시스템대학,시스템생물학,2,28,3.14041502,1.007970717,30.15,382
연세대학교_본교,2,생명시스템대학,생명시스템대학 생명공학,2,15,3.319223041,0.939894359,10,382
연세대학교_본교,2,생명시스템대학,생명시스템대학 생화학,2,27,3.201542112,0.964745091,6.25,382
연세대학교_본교,2,공과대학,컴퓨터과학학과,2,14,3.087005887,1.009985569,87,381
연세대학교_본교,2,공과대학,건축공학전공,2,22,3.255736224,0.914557107,72.1,381
연세대학교_본교,2,공과대학,컴퓨터산업공학전공,2,14,1.766666667,0.592546294,65.4,381
연세대학교_본교,2,이과대학,물리학과,2,26,3.111803279,0.972165924,56.25,380.8
연세대학교_본교,2,이과대학,수학과,2,25,3.117816092,1.038283362,50.9,380.8
연세대학교_본교,2,이과대학,화학과,2,27,3.132829047,0.948450133,20.85,380.8
연세대학교_본교,2,공과대학,도시공학과,2,22,3.371807466,0.937014904,61.15,380
연세대학교_본교,2,이과대학,천문우주학전공,2,26,3.083962264,0.938323152,35.7,380
연세대학교_본교,2,이과대학,대기과학전공,2,29,3.135863095,0.9565452,62.5,379
연세대학교_본교,2,이과대학,지구시스템과학과,2,29,3.043417367,0.958504658,50,379
연세대학교_본교,2,간호대학,간호학과,3,36,3.328121721,0.826274549,81.4,378
연세대학교_본교,2,학부대학,간호전공,3,36,2.5,1.070046728,80,378
고려대학교_본교,3,의과대학,의예과,2,32,3.299184506,0.848289596,92.65,392
고려대학교_본교,3,의과대학,의학과,2,32,3.416777807,0.846994273,92.65,392
고려대학교_본교,3,경영대학,경영학과,1,11,3.507719768,0.999899567,85.7,391
고려대학교_본교,3,단과대구분없음,자유전공학부,1,40,3.363636364,1.030893325,56.8625,391
고려대학교_본교,3,정경대학,정경대학,1,10,2.942477876,1.250668,80.33333333,390
고려대학교_본교,3,단과대구분없음,미디어학부,1,9,3.454593453,0.988402774,72.25,390
고려대학교_본교,3,단과대구분없음,사이버국방학과,2,24,3.408685969,0.978645149,100,389
고려대학교_본교,3,단과대구분없음,국제학부,1,1,3.623405299,0.965475497,80.35,389
고려대학교_본교,3,문과대학,국어국문학과,1,1,3.357239819,1.004714581,74.4,389
고려대학교_본교,3,문과대학,영어영문학과,1,1,3.557482907,0.910558054,73.2,389
고려대학교_본교,3,사범대학,영어교육과,3,35,3.732358551,0.93016661,67.85,389
고려대학교_본교,3,사범대학,국어교육과,3,35,3.489530686,0.948037714,36.35,389
고려대학교_본교,3,문과대학,중어중문학과,1,1,3.542116631,0.941376135,88.3,388
고려대학교_본교,3,문과대학,서어서문학과,1,1,3.50879397,0.931003564,84.65,388
고려대학교_본교,3,문과대학,독어독문학과,1,1,3.693586698,0.899627528,77.75,388
고려대학교_본교,3,문과대학,불어불문학과,1,1,3.551772388,0.974288878,69.7,388
고려대학교_본교,3,문과대학,한국사학과,1,2,3.589880952,0.935321375,64.75,388
고려대학교_본교,3,문과대학,일어일문학과,1,1,3.664048059,1.059715417,52.75,388
고려대학교_본교,3,생명과학대학,식품자원경제학과,2,10,3.405066977,0.978608169,78.2,387
고려대학교_본교,3,사범대학,역사교육과,3,35,3.543307087,0.933843104,34.05,387
고려대학교_본교,3,사범대학,지리교육과,3,35,3.70952381,0.829852451,54.65,386
고려대학교_본교,3,공과대학,화공생명공학과,2,15,3.286021086,1.005399368,82.45,385
고려대학교_본교,3,보건과학대학,보건정책관리학부,3,36,3.607181719,0.904535843,67.7,385
고려대학교_본교,3,문과대학,노어노문학과,1,1,3.632603406,0.912234269,62.2,385
고려대학교_본교,3,생명과학대학,생명공학부,2,15,3.40261547,0.971852502,60.5,385
고려대학교_본교,3,정경대학,신문방송학과,1,9,1.125,0.816496581,100,384.4
고려대학교_본교,3,정경대학,경제학과,1,6,3.354888889,1.081702053,81.45,384.4
고려대학교_본교,3,정경대학,통계학과,1,7,3.19723912,1.155460743,81.15,384.4
고려대학교_본교,3,문과대학,심리학과,1,4,3.425851703,1.005752451,79.4,384.4
고려대학교_본교,3,정경대학,정치외교학과,1,8,3.384843688,0.991198129,77.45,384.4
고려대학교_본교,3,문과대학,언어학과,1,1,3.45,1.034531406,75.7,384.4
고려대학교_본교,3,정경대학,행정학과,1,8,3.290568369,1.07178416,71.45,384.4
고려대학교_본교,3,문과대학,국제어문학부,1,1,3.277777778,1.299928773,66.54705882,384.4
고려대학교_본교,3,문과대학,서양사학과,1,2,3.125,0.414578099,66.54705882,384.4
고려대학교_본교,3,문과대학,인문학부,1,5,2.239361702,1.260507505,66.54705882,384.4
고려대학교_본교,3,문과대학,사학과,1,2,3.364616613,0.960132529,58.95,384.4
고려대학교_본교,3,단과대구분없음,디자인조형학부,3,38,3.440261866,1.107973792,56.8625,384.4
고려대학교_본교,3,문과대학,한문학과,1,1,3.533222591,0.985008367,56.35,384.4
고려대학교_본교,3,단과대구분없음,조형학부,3,38,3.490813648,0.912362164,54,384.4
고려대학교_본교,3,법과대학,법학과,1,12,3.223214286,1.246429449,49.9,384.4
고려대학교_본교,3,문과대학,철학과,1,3,3.446700508,1.104131408,49.55,384.4
고려대학교_본교,3,문과대학,언어과학과,1,1,1.5,0,41.65,384.4
고려대학교_본교,3,단과대구분없음,미술학부,3,38,3.321428571,0.979379229,20.85,384.4
고려대학교_본교,3,사범대학,교육학과,3,35,3.688573316,0.883688415,65.25,384.2857143
고려대학교_본교,3,사범대학,체육교육과,3,35,3.450867052,1.048599667,45.15,384.2857143
고려대학교_본교,3,사범대학,수학교육과,3,35,3.244815149,1.108003783,48.25,384
고려대학교_본교,3,생명과학대학,생명과학계열학부,2,27,0.75,0.75,47.2,384
고려대학교_본교,3,생명과학대학,생명과학부,2,27,3.356362468,1.092112336,34.65,384
고려대학교_본교,3,생명과학대학,생명유전공학부,2,27,2,0.905998528,70.85,382.5714286
고려대학교_본교,3,생명과학대학,생명산업과학부,2,27,0,0,47.2,382.5714286
고려대학교_본교,3,공과대학,신소재공학부,2,16,3.189582819,1.068467221,87.3,382
고려대학교_본교,3,공과대학,전기전자공학부,2,13,1.928571429,1.293474748,85.65,382
고려대학교_본교,3,공과대학,전기전자전파공학부,2,13,3.276270632,1.09781872,85.65,382
고려대학교_본교,3,공과대학,기계공학과,2,20,2.419117647,1.315021088,87.9,381
고려대학교_본교,3,공과대학,기계공학부,2,20,3.343185876,0.960610974,83.9,381
고려대학교_본교,3,공과대학,건축ㆍ사회환경공학과,2,22,3.09602649,1.169182594,83.3,381
고려대학교_본교,3,공과대학,산업시스템정보공학과,2,23,1.66,1.366991831,80.85,381
고려대학교_본교,3,공과대학,건축사회환경공학부,2,22,3.451960784,0.963182012,100,380
고려대학교_본교,3,공과대학,사회환경시스템공학과,2,19,2.12962963,1.43405633,73.15,380
고려대학교_본교,3,문과대학,사회학과,1,5,3.471989697,0.931871879,72,380
고려대학교_본교,3,공과대학,건축학과,2,22,3.512009373,0.944317911,68.1,380
고려대학교_본교,3,생명과학대학,식품공학과,2,40,3.54296875,0.801543525,65.7,380
고려대학교_본교,3,생명과학대학,식품공학부,2,40,3.453356086,0.95544683,65.7,380
고려대학교_본교,3,공과대학,건축공학과 건축공학전공,2,22,1.25,0,54.6,380
고려대학교_본교,3,공과대학,건축공학과,2,22,1.3125,1.340475662,0,380
고려대학교_본교,3,공과대학,산업경영공학부,2,23,3.344817603,1.044697596,88.25,379
고려대학교_본교,3,생명과학대학,환경생태공학부,2,29,3.437468096,0.961473568,63.95,378
고려대학교_본교,3,사범대학,가정교육과,3,35,3.598716683,0.891199269,46.45,378
고려대학교_본교,3,정보통신대학,컴퓨터ㆍ통신공학부,2,14,3.1875965,1.132241385,88.8,377
고려대학교_본교,3,정보대학,컴퓨터학과,2,14,3.171802773,1.082565286,86.9,377
고려대학교_본교,3,정보통신대학,컴퓨터학과,2,14,2.131578947,1.033149389,86.9,377
고려대학교_본교,3,사범대학,컴퓨터교육과,3,35,3.558323208,0.891913216,85.6,377
고려대학교_본교,3,정보통신대학,전파통신공학과,2,13,1.666666667,1.178511302,75,377
고려대학교_본교,3,보건과학대학,환경보건학과,3,36,3.90989011,0.751043656,69.7,377
고려대학교_본교,3,보건과학대학,식품영양학과,3,36,3.566013072,0.893235375,67.75,377
고려대학교_본교,3,보건과학대학,보건행정학과,3,36,3.507712082,0.971072138,67.7,377
고려대학교_본교,3,이과대학,지구환경과학과,2,29,3.165167095,1.152545287,66.7,377
고려대학교_본교,3,보건과학대학,방사선학과,2,36,3.298974943,1.100468457,64.15,377
고려대학교_본교,3,이과대학,수학과,2,25,3.3395574,1.099352333,63.25,377
고려대학교_본교,3,이과대학,이과대학,2,30,2.25,0.353553391,61.0625,377
고려대학교_본교,3,이과대학,물리학과,2,26,3.030195382,1.170411578,60.7,377
고려대학교_본교,3,이과대학,화학과,2,27,3.151237397,1.137204638,60.3,377
고려대학교_본교,3,보건과학대학,임상병리학과,3,36,3.629491945,0.960501116,58.05,377
고려대학교_본교,3,보건과학대학,치기공학과,3,36,3.537076271,1.030271206,55.4,377
고려대학교_본교,3,보건과학대학,물리치료학과,3,36,3.686335404,0.879048851,46.55,377
고려대학교_본교,3,보건과학대학,생체의공학과,3,36,3.381147541,0.986377007,43.75,377
고려대학교_본교,3,간호대학,간호학과,3,36,3.701191567,0.843782533,81.25,376
고려대학교_본교,3,보건과학대학,바이오시스템의과학부,2,36,3.4437751,0.982867927,60.78125,375
고려대학교_본교,3,보건과학대학,바이오의공학부,2,36,3.183965403,1.100804161,60.78125,375
고려대학교_본교,3,보건과학대학,보건환경융합과학부,2,36,3.816326531,0.818994624,67.7,373
포항공과대학교_본교,4,공과대학,기계공학과,2,20,3.17702381,0.836465466,75,385
포항공과대학교_본교,4,공과대학,산업경영공학과,2,23,3.380910426,0.713671646,74.8,385
포항공과대학교_본교,4,공과대학,화학공학과,2,15,3.430390738,0.685599017,70.75,385
포항공과대학교_본교,4,공과대학,전자전기공학과,2,13,3.403970223,0.657809825,67.85,385
포항공과대학교_본교,4,공과대학,컴퓨터공학과,2,14,3.100182815,0.896682879,63.95,385
포항공과대학교_본교,4,공과대학,수학과,2,25,3.337943925,0.855241933,61.25,385
포항공과대학교_본교,4,공과대학,창의IT융합공학과,2,14,3.573776224,0.632326489,52.195,385
포항공과대학교_본교,4,공과대학,화학과,2,27,3.391022965,0.657145403,33.35,385
포항공과대학교_본교,4,공과대학,신소재공학과,2,16,3.434098361,0.62443516,30,385
포항공과대학교_본교,4,공과대학,물리학과,2,26,3.146320346,0.996735738,25,385
포항공과대학교_본교,4,공과대학,생명과학과,2,27,3.446135266,0.778095061,20,385
한국과학기술원_본교,4,정보과학기술대학,산업디자인학과,3,38,3.37519909,0.780113568,87.5,385
한국과학기술원_본교,4,정보과학기술대학,정보통신공학과,2,14,1.9,0.921954446,83.35,385
한국과학기술원_본교,4,공과대학,항공우주공학전공,2,20,3.290229008,0.8444859,75,385
한국과학기술원_본교,4,인문사회융합과학대학,기술경영학과(IT경영학),2,11,3.302797203,0.932321267,75,385
